"imagePath","pixelDimension","totalLength_px","headFinLength_px","notes"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_429.329.png",0.0045,501.24,151.9,"aj"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_66.934.png",0.0045,126.92,NA,"aj"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_171.838.png",0.0045,275.44,79.23,"aj"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_221.555.png",0.0045,162.93,44.9,"aj"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_437.737.png",0.0045,492.2,146.7,"aj"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_66.934.png",0.0045,122.26,NA,"aj"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_221.555.png",0.0045,157.45,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_429.329.png",0.0045,460.93,122.65,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_447.447.png",0.0045,511.32,146.57,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_164752/Gal2023_DJIMini2_20230217_164752_154.154.png",0.0045,135.61,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_164752/Gal2023_DJIMini2_20230217_164752_275.709.png",0.0045,773.42,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_164752/Gal2023_DJIMini2_20230217_164752_437.837.png",0.0045,497.62,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_084819/Gal2023_DJIMini2_20230218_084819_301.401.png",0.0045,282.89,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_084819/Gal2023_DJIMini2_20230218_084819_315.482.png",0.0045,284.41,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_084819/Gal2023_DJIMini2_20230218_084819_323.456.png",0.0045,292.68,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_127.194.png",0.0045,113.53,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_133.400.png",0.0045,114.34,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_142.909.png",0.0045,128.7,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_127.194.png",0.0045,92.21,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_133.400.png",0.0045,91.39,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_142.909.png",0.0045,110.15,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_311.878.png",0.0045,292.36,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_350.550.png",0.0045,280,64.6,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_360.727.png",0.0045,271.38,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_300.634.png",0.0045,132.33,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_324.958.png",0.0045,127.85,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_99.032.png",0.0045,142.08,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_300.634.png",0.0045,141.31,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_318.618.png",0.0045,144.01,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_324.958.png",0.0045,132.19,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_106.873.png",0.0045,474.56,140.24,"with juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_121.254.png",0.0045,475.12,143.74,"with juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_43.577.png",0.0045,169.2,48.89,"with juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_121.254.png",0.0045,173.62,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_164.998.png",0.0045,234.93,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_223.790.png",0.0045,397.81,110.02,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_256.757.png",0.0045,421.55,123.23,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_264.364.png",0.0045,416.96,126.44,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_117.851.png",0.0045,490.43,NA,"with juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_81.882.png",0.0045,504.94,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_96.163.png",0.0045,494.46,150.58,"with juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_224.124.png",0.0045,117.32,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_265.465.png",0.0045,112.48,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_602.235.png",0.0045,168.87,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_139.172.png",0.0045,431.64,125.13,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_193.460.png",0.0045,319.3,90.47,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_224.124.png",0.0045,318.29,86.83,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_582.682.png",0.0045,334.21,101.55,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_596.529.png",0.0045,339.43,99.62,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_602.235.png",0.0045,326.79,98.37,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_162.629.png",0.0045,362.11,106.7,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_180.414.png",0.0045,355.86,101.22,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_89.890.png",0.0045,246.62,70.58,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_277.410.png",0.0045,87.69,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_354.221.png",0.0045,116.57,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_451.818.png",0.0045,259.13,NA,"with juanito
"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_479.913.png",0.0045,256.96,69.27,"with juanito
"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_496.963.png",0.0045,254.25,74.34,"with juanito
"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_133246/Gal2023_DJIMini2_20230220_133246_185.652.png",0.0045,120.75,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_133246/Gal2023_DJIMini2_20230220_133246_202.002.png",0.0045,121.11,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_133246/Gal2023_DJIMini2_20230220_133246_223.590.png",0.0045,123.08,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_481.081.png",0.0045,677.45,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_486.319.png",0.0045,631.2,206.02,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_496.296.png",0.0045,587.24,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_478.645.png",0.0045,655.93,190.02,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_508.408.png",0.0045,625.9,181.46,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_134924/Gal2023_DJIMini2_20230220_134924_526.993.png",0.0045,650.98,193.52,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_114.715.png",0.0045,126.57,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_132.699.png",0.0045,173.96,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_138.338.png",0.0045,190.88,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_132.699.png",0.0045,185.54,53.25,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_138.338.png",0.0045,218.5,63.14,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_151411/Gal2023_DJIMini2_20230220_151411_179.913.png",0.0045,280.88,81.33,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_122.255.png",0.0045,82.73,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_224.591.png",0.0045,86.92,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_476.142.png",0.0045,74.92,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_176.309.png",0.0045,200.96,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_186.453.png",0.0045,199.72,56.32,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_201.535.png",0.0045,200.91,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_201.535.png",0.0045,270.72,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_224.591.png",0.0045,251.93,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_072412/Gal2023_DJIMini2_20230221_072412_239.439.png",0.0045,250.02,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_402.802.png",0.0045,149.15,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_425.292.png",0.0045,170.3,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_448.448.png",0.0045,157.49,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_425.292.png",0.0045,188.23,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_438.004.png",0.0045,181.26,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_095010/Gal2023_DJIMini2_20230221_095010_448.448.png",0.0045,179.81,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_499.366.png",0.0045,68.65,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_535.468.png",0.0045,251.41,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_588.521.png",0.0045,214.66,NA,"juanito"
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_499.366.png",0.0045,240.17,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_535.468.png",0.0045,717.85,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230221/Gal2023_DJIMini2_20230221_144615/Gal2023_DJIMini2_20230221_144615_559.893.png",0.0045,652.08,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_083900/Gal2023_DJIMini2_20230222_083900_130.564.png",0.0045,750.37,235.09,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_083900/Gal2023_DJIMini2_20230222_083900_146.480.png",0.0045,746.55,222.08,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_083900/Gal2023_DJIMini2_20230222_083900_72.306.png",0.0045,124.01,NA,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_101504/Gal2023_DJIMini2_20230222_101504_159.092.png",0.0045,932.37,288.4,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_101504/Gal2023_DJIMini2_20230222_101504_194.261.png",0.0045,953.52,300.19,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_101504/Gal2023_DJIMini2_20230222_101504_382.882.png",0.0045,862.31,268.24,""
"D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230222/Gal2023_DJIMini2_20230222_154059/Gal2023_DJIMini2_20230222_154059_155.455.png",0.0045,384.53,NA,""
